,post_id,Id,title,link,post_indicies,reccomendation
2467,1629207,1629207,Sonos One speaker not showing up on co-worker&#39;s Spotify,https://superuser.com/q/1629207,43319,13127069000000.0
2468,1629195,1629195,Custom authentication with JWT for download from S3,https://superuser.com/q/1629195,43320,2814985600000.0
2469,1629205,1629205,Show Outlook 2016 meetings in Clock &amp; Calendar tray widget,https://superuser.com/q/1629205,42770,5731728000000.0
2470,1627743,1627743,Windows 10 Open &quot;Help from the web&quot; in Chrome,https://superuser.com/q/1627743,43786,470526900000.0
2471,1629040,1629040,How to track url redirects in the browser?,https://superuser.com/a/1629040,43321,2814985600000.0
2472,1629200,1629200,How do I disable microsoft office updates?,https://superuser.com/a/1629200,43322,3163939400000.0
2473,1629199,1629199,WIFI Connection Interrupt network connection,https://superuser.com/q/1629199,43051,137450470000.0
2474,1629198,1629198,How to run as admin an .Net exe with PSExec ( doesn&#39;t work on some of EXE),https://superuser.com/q/1629198,43323,3163939400000.0
2475,1629196,1629196,WIN+PRTSC not taking screenshot,https://superuser.com/a/1629196,43324,2632417300000.0
2476,1629192,1629192,How does enumerating powerline adapters work?,https://superuser.com/a/1629192,43325,2632417300000.0
2477,1629114,1629114,How does enumerating powerline adapters work?,https://superuser.com/q/1629114,43326,898708800000.0
2478,1629189,1629189,How do I count how many times I have columns that are populated?,https://superuser.com/a/1629189,43327,898708800000.0
2479,1629194,1629194,Win10 Error: &quot;We can&#39;t set up mobile hotspot.&quot;,https://superuser.com/a/1629194,43328,-891237560000.0
2480,1629193,1629193,How to make PrtSc and Insert keys on Lenovo act normal?,https://superuser.com/q/1629193,42441,187472480000.0
2481,1629191,1629191,Ordering files alphabetically is not respected in Windows Explorer,https://superuser.com/q/1629191,43329,-891237560000.0
2482,1628943,1628943,Headset microphone stops working each reboot if webcam plugged in,https://superuser.com/q/1628943,43330,-241885230000.0
2483,1629190,1629190,How to have the same text in multiple places be changed or refactored at once?,https://superuser.com/a/1629190,43331,-241885230000.0
2484,1627710,1627710,Is there a nicer way to organize shares in Windows&#39; Computer Management Console (w/ respect to their local hierarchy structure)? Alternatives?,https://superuser.com/a/1627710,43787,470526900000.0
2485,1626975,1626975,Is there a nicer way to organize shares in Windows&#39; Computer Management Console (w/ respect to their local hierarchy structure)? Alternatives?,https://superuser.com/q/1626975,43788,-262920780000.0
2486,1629188,1629188,Webex floating windows cover parts of the screen for viewers while sharing,https://superuser.com/q/1629188,43332,618604800000.0
2487,1629186,1629186,"I am unable to install vim on my machine, unmet dependency libpython3.8",https://superuser.com/q/1629186,42508,507861700000.0
2488,1629185,1629185,C&amp;K COMANDER II download and use,https://superuser.com/q/1629185,43789,-262920780000.0
2489,1629182,1629182,How to default to unpinned Remote Desktop connection bar?,https://superuser.com/a/1629182,43333,618604800000.0
2490,1629184,1629184,"Can installing an old HDD as a secondary hard disk just for making backup, effect your PC?",https://superuser.com/a/1629184,43334,-734848100000.0
2491,1629165,1629165,Extracting data from a CSV file,https://superuser.com/q/1629165,43335,-734848100000.0
2492,1628961,1628961,Storage Spaces - mix SSD with HDD,https://superuser.com/a/1628961,43336,143665400000.0
2493,1629180,1629180,gpg --clearsign of latex-based pdf is damaged/corrupted,https://superuser.com/q/1629180,43337,143665400000.0
2494,1629178,1629178,How to force Chrome to use discrete GPU for specific range of URLs?,https://superuser.com/q/1629178,43338,-65229970000.0
2495,1624028,1624028,How can I identify this new audio input item I see in Ubuntu 20.04?,https://superuser.com/q/1624028,43790,-5770112400000.0
2496,1629176,1629176,How can I identify this new audio input item I see in Ubuntu 20.04?,https://superuser.com/a/1629176,43339,-65229970000.0
2497,1629175,1629175,How To Add Seconds To Date/Time Format of Prime95 Logging?,https://superuser.com/q/1629175,43093,-6411409000000.0
2498,1629174,1629174,Clear or selectively delete Remote Desktop Connection history,https://superuser.com/a/1629174,43340,2360164000.0
2499,1629173,1629173,Tunneling from the Internet to my Chromecast,https://superuser.com/q/1629173,43341,2360164000.0
2500,1629112,1629112,How to install Java 8 on Kali Nethunter,https://superuser.com/q/1629112,43342,-362160000000.0
2501,1629171,1629171,How to install Java 8 on Kali Nethunter,https://superuser.com/a/1629171,43343,-362160000000.0
2502,1629168,1629168,Can i make all traffic from a remote router flow through my network?,https://superuser.com/q/1629168,43791,-5770112400000.0
2503,1627794,1627794,Windows 10 - how to choose screen where the app starts,https://superuser.com/q/1627794,43792,2982194400000.0
2504,1629164,1629164,Windows 10 - how to choose screen where the app starts,https://superuser.com/a/1629164,43344,-14496237000000.0
2505,1629163,1629163,GNU radio overflow error,https://superuser.com/q/1629163,43345,-14496237000000.0
2506,1629161,1629161,What does ntp server for the client which doesn&#39;t reduce the request rate?,https://superuser.com/q/1629161,43346,8860547000000.0
2507,1629160,1629160,How to quote Excel wildcards like * when filtering text?,https://superuser.com/a/1629160,43347,8860547000000.0
2508,1629159,1629159,Acer Aspire keeps rebooting when bootable USB inserted,https://superuser.com/a/1629159,43348,198721980000.0
2509,1629157,1629157,Cant ssh or ping OpenStack instances from other devices on network,https://superuser.com/q/1629157,43349,198721980000.0
2510,1628850,1628850,How to execute a comand in a specific directory to run in a WIndows Terminal window,https://superuser.com/q/1628850,42977,2468896600000.0
2511,1629154,1629154,How to execute a comand in a specific directory to run in a WIndows Terminal window,https://superuser.com/a/1629154,42978,3897432500000.0
2512,1629155,1629155,How do I count how many times I have columns that are populated?,https://superuser.com/a/1629155,43350,309930560000.0
2513,1629152,1629152,Restore Notepad to your preferred size and position in Windows 8,https://superuser.com/a/1629152,43351,309930560000.0
2514,1629151,1629151,Restore Notepad to your preferred size and position in Windows 8,https://superuser.com/q/1629151,43352,-2804864000000.0
2515,1629150,1629150,How to calculate the total logged hours per person per week per month?,https://superuser.com/a/1629150,43353,-2804864000000.0
2516,1629149,1629149,How to change NAT type to open?,https://superuser.com/q/1629149,43354,-26819045000000.0
2517,1629133,1629133,How do I remove the full path when doing a tar.gz compression?,https://superuser.com/a/1629133,43355,-26819045000000.0
2518,1629148,1629148,How to check if a binary is 32 or 64 bit on Windows?,https://superuser.com/a/1629148,43356,-18541315000000.0
2519,1629147,1629147,My MacBook Air M1 (2020) drains the battery faster than expected when I keep my Android phone connected to it,https://superuser.com/q/1629147,43357,-18541315000000.0
2520,1629144,1629144,Word 2010 wildcard search - Find text in format ABC.DEF.XYZ,https://superuser.com/a/1629144,43358,338327000000.0
2521,1629143,1629143,Chrome two finger scroll is too fast on Asus touchpad. How to make it slower?,https://superuser.com/q/1629143,42656,-111819790000.0
2522,1629075,1629075,Why is the Batch script I created to convert MP4 files to GIF files with FFmpeg not working?,https://superuser.com/q/1629075,43360,-495967700000.0
2523,1629111,1629111,Why is the Batch script I created to convert MP4 files to GIF files with FFmpeg not working?,https://superuser.com/a/1629111,43359,338327000000.0
2524,1629142,1629142,Is there a program that is native to Windows and serves as an explorer uploader to google drive?,https://superuser.com/q/1629142,43361,-495967700000.0
2525,1627171,1627171,How do you fill in the area under a data series in a line chart in LibreOffice Calc?,https://superuser.com/q/1627171,43793,2982194400000.0
2526,1629141,1629141,How do you fill in the area under a data series in a line chart in LibreOffice Calc?,https://superuser.com/a/1629141,43362,-14511794000000.0
2527,1629140,1629140,Sticky Keys: how do you cancel a modifier key?,https://superuser.com/a/1629140,43363,-14511794000000.0
2528,1629139,1629139,Rsync million files between folders and keep in sync,https://superuser.com/q/1629139,43364,-68042350000.0
2529,1629136,1629136,How to fix a WiFi network sometimes showing up as &quot;Network&quot; in Windows (instead of its SSID)?,https://superuser.com/q/1629136,43365,-68042350000.0
2530,1629135,1629135,use echo to write to file and include single quotes,https://superuser.com/q/1629135,43366,1039942400000.0
2531,1629124,1629124,how to install linux with windows 10 in the same disk,https://superuser.com/q/1629124,43367,1039942400000.0
2532,1629132,1629132,how to install linux with windows 10 in the same disk,https://superuser.com/a/1629132,43368,243220460000.0
2533,1629131,1629131,How to fix google site lag,https://superuser.com/q/1629131,43369,243220460000.0
2534,1629130,1629130,Dedicating Video Cards to VMs in Proxmox,https://superuser.com/q/1629130,43370,-2156100300000.0
2535,1629129,1629129,Keyboard and mouse no working in startup windows,https://superuser.com/q/1629129,42704,-7848661000000.0
2536,1629128,1629128,"robocopy only copy recent files, not recent folders",https://superuser.com/q/1629128,43124,217158390000.0
2537,1628336,1628336,How do I disable screen time passcode reset?,https://superuser.com/q/1628336,43794,26181695000000.0
2538,1629127,1629127,How do I launch emacs in terminal mode within Powershell?,https://superuser.com/a/1629127,43371,-2156100300000.0
2539,1629125,1629125,direct link to windows 10 defender exception list,https://superuser.com/a/1629125,43372,-64688808000.0
2540,1629118,1629118,direct link to windows 10 defender exception list,https://superuser.com/q/1629118,43065,-13465548000000.0
2541,1628560,1628560,Rsync detect if transfer on same filesystem,https://superuser.com/q/1628560,43795,26181695000000.0
2542,1629122,1629122,Rsync detect if transfer on same filesystem,https://superuser.com/a/1629122,43373,-64688808000.0
2543,1629121,1629121,Make Windows backup image of secondary drive,https://superuser.com/a/1629121,43374,424158040000.0
2544,1629116,1629116,Make Windows backup image of secondary drive,https://superuser.com/q/1629116,43375,424158040000.0
2545,1628435,1628435,High memory usage not showing up in Task Manager,https://superuser.com/q/1628435,43796,-283573300000.0
2546,1629120,1629120,High memory usage not showing up in Task Manager,https://superuser.com/a/1629120,43376,-339447200000.0
2547,1628764,1628764,Creat a bootable ISO file from the command prompt?,https://superuser.com/a/1628764,43377,-339447200000.0
2548,1628932,1628932,Does the browser one uses increase their Internet speed?,https://superuser.com/a/1628932,43378,1506474300000.0
2549,1629117,1629117,How Do I download a Chrome OS version older than 75?,https://superuser.com/a/1629117,43379,1506474300000.0
2550,1628118,1628118,How Do I download a Chrome OS version older than 75?,https://superuser.com/q/1628118,43797,-283573300000.0
2551,1629099,1629099,Windows 10 - How to turn off &quot;This app has prevented you from shutting down&quot;,https://superuser.com/q/1629099,43381,136563240000.0
2552,1629115,1629115,Windows 10 - How to turn off &quot;This app has prevented you from shutting down&quot;,https://superuser.com/a/1629115,43380,136563240000.0
2553,1628736,1628736,"How to access a web server in Multipass-hosted Linux from a VirtualBox-hosted Windows instance, both running on Mac?",https://superuser.com/q/1628736,43382,36904240000.0
2554,1628834,1628834,USB/IP on Win10 1903 &quot;failed to open usb id database&quot;,https://superuser.com/a/1628834,43383,36904240000.0
2555,1629109,1629109,How can I make albert adopt the widget theme of my system?,https://superuser.com/a/1629109,43384,30771436000000.0
2556,1629108,1629108,How can I make albert adopt the widget theme of my system?,https://superuser.com/q/1629108,43385,30771436000000.0
2557,1629071,1629071,eliminate MacBook CapsLock delay,https://superuser.com/a/1629071,43386,-1546669900000.0
2558,1629107,1629107,Why does FFmpeg default to libvorbis?,https://superuser.com/a/1629107,43387,-1546669900000.0
2559,1629077,1629077,Why does FFmpeg default to libvorbis?,https://superuser.com/q/1629077,43388,-641907560000.0
2560,1629017,1629017,Jenkins how to set httpListenAddress,https://superuser.com/q/1629017,43389,-641907560000.0
2561,1629050,1629050,Jenkins how to set httpListenAddress,https://superuser.com/a/1629050,43390,-48201290000.0
2562,1629106,1629106,Trying to start nc listener via torify?,https://superuser.com/q/1629106,43391,-48201290000.0
2563,1629103,1629103,Equations to return the result of series calculation,https://superuser.com/a/1629103,43798,-132986810000000.0
2564,1629102,1629102,Catalog of all Windows 10 gestures (tablet mode),https://superuser.com/a/1629102,43392,-830918600000.0
2565,1629100,1629100,Catalog of all Windows 10 gestures (tablet mode),https://superuser.com/q/1629100,43393,-830918600000.0
2566,1629101,1629101,Windows 10 - How to turn off &quot;This app has prevented you from shutting down&quot;,https://superuser.com/a/1629101,43394,-473509700000.0
2567,1629098,1629098,Prevent Non-Admin User Account from Installing Programs -Windows 10,https://superuser.com/q/1629098,43395,-473509700000.0
2568,1624446,1624446,Why would a chip manufacturer produce a 64-bit CPU which supports a maximum of 2 GB RAM?,https://superuser.com/q/1624446,43799,-132986810000000.0
2569,1629097,1629097,Is there any gesture in Windows 10 (tablet mode) to perform an &#39;undo&#39; or &#39;redo&#39; operation (Ctrl+z / Ctrl+y)?,https://superuser.com/q/1629097,43396,3331106500000.0
2570,1629026,1629026,How to automate setting Task Manager from its default simple view to More Details view?,https://superuser.com/q/1629026,43397,3331106500000.0
2571,1629094,1629094,How to automate setting Task Manager from its default simple view to More Details view?,https://superuser.com/a/1629094,43398,34410717000.0
2572,1629093,1629093,how can i output imagemagic image with the name of the containing folder in batch?,https://superuser.com/a/1629093,43399,34410717000.0
2573,1624159,1624159,how can i output imagemagic image with the name of the containing folder in batch?,https://superuser.com/q/1624159,43800,1377591600000.0
2574,1629092,1629092,"VPS and Network firewalls opened, still can&#39;t connect",https://superuser.com/q/1629092,43400,-5590321500000.0
2575,1629091,1629091,How to have multiple answers in same cell data pulling from multiple worksheets,https://superuser.com/q/1629091,43401,-5590321500000.0
2576,1624231,1624231,How to create an unattended Windows installation medium/iso/usb supporting Secure Boot and resulting in a UEFI-Windows installation?,https://superuser.com/q/1624231,43801,1377591600000.0
2577,1629089,1629089,Enable cipher suite TLS_DH_anon_WITH_AES_128_CBC_SHA,https://superuser.com/q/1629089,43402,-248261210000.0
2578,1629088,1629088,Don&#39;t allow a user account to modify or logout an app,https://superuser.com/q/1629088,43403,-248261210000.0
2579,1629035,1629035,Firefox - Save page with no reload?,https://superuser.com/q/1629035,43404,-378480900000.0
2580,1629086,1629086,Firefox - Save page with no reload?,https://superuser.com/a/1629086,43405,-378480900000.0
2581,1629085,1629085,ffmpeg on 2x12 Core CPU uses every core but only to 40-70% - where is the bottleneck?,https://superuser.com/q/1629085,43406,-1098239050000.0
2582,1629055,1629055,External HDD freezes computer and does not show up in Disk Management,https://superuser.com/q/1629055,43407,-1098239050000.0
2583,1629082,1629082,OpenSSL Convert PEM to PFX using RSA PRIVATE Key,https://superuser.com/a/1629082,43408,329720070000.0
2584,1629078,1629078,Need Help for Inventory Tracking System with XLOOKUP,https://superuser.com/a/1629078,43409,329720070000.0
2585,1629076,1629076,Firefox - Save page with no reload?,https://superuser.com/a/1629076,43410,-28826528000.0
2586,1628906,1628906,Using CURL to send multipart/alternative email WITH encoder=quoted-printable. How?,https://superuser.com/q/1628906,42255,-2780255200000.0
2587,1628835,1628835,Does remotely wiping my mac os remotely also erase data on a Windows partition?,https://superuser.com/q/1628835,43411,-28826528000.0
2588,1629074,1629074,youtube-dll: How do I obtain account name of video,https://superuser.com/q/1629074,43412,-458197040000.0
2589,1629072,1629072,Can Windows 10 automatically reconnect to bluetooth headphones when they power up?,https://superuser.com/q/1629072,43413,-458197040000.0
2590,1629070,1629070,Setting up enterprise Outlook exchange account on multiple computers,https://superuser.com/q/1629070,43414,1714786300000.0
2591,1620408,1620408,Windows 10 speaker sound (voice) to text?,https://superuser.com/q/1620408,43802,401414160000.0
2592,1629061,1629061,Windows 10 speaker sound (voice) to text?,https://superuser.com/a/1629061,43006,-185279170000.0
2593,1629069,1629069,Windows File Explorer Does Not See Added Meta Data,https://superuser.com/q/1629069,43415,1714786300000.0
2594,1629058,1629058,Ubuntu 20.04 LTS (Server)- tasksel: apt-get failed (100) while installing ubuntu-desktop,https://superuser.com/q/1629058,43416,-1268587400000.0
2595,1629068,1629068,How to verify integrity of windows 10 user accounts,https://superuser.com/q/1629068,43417,-1268587400000.0
2596,1629067,1629067,Open putty ssh-session in new Windows Terminal,https://superuser.com/a/1629067,43418,-3284401000000.0
2597,1629066,1629066,Chrome extension that automatically re-download when interrupted?,https://superuser.com/a/1629066,43419,-3284401000000.0
2598,1629065,1629065,Firefox - Save page with no reload?,https://superuser.com/a/1629065,43420,-237651430000000.0
2599,1629064,1629064,Raspberry Pi VPN for accessing streaming services abroad with remote setup,https://superuser.com/a/1629064,43421,-237651430000000.0
2600,1628910,1628910,Raspberry Pi VPN for accessing streaming services abroad with remote setup,https://superuser.com/q/1628910,42354,-2480913300000.0
2601,1629060,1629060,On board sound card is not being detected by my PC,https://superuser.com/q/1629060,43422,-154737840000.0
2602,1629059,1629059,Are SSDs expected to read arrays at near peak speed?,https://superuser.com/q/1629059,43423,-154737840000.0
2603,1629053,1629053,Which one was the latest vmware player version that supported i7 920?,https://superuser.com/q/1629053,43424,-2107967500.0
2604,1629054,1629054,Which one was the latest vmware player version that supported i7 920?,https://superuser.com/a/1629054,43425,-2107967500.0
2605,1629057,1629057,How to lock position of tables in Microsoft Word,https://superuser.com/a/1629057,43426,-2209139000000.0
2606,1628796,1628796,How to lock position of tables in Microsoft Word,https://superuser.com/q/1628796,43427,-2209139000000.0
2607,1629056,1629056,Webhosting on a &quot;Double NAT&quot; network behind Altice One Gateway,https://superuser.com/q/1629056,43428,-1692405100000.0
2608,1629051,1629051,Enable/disable two HID keyboards Windows 10,https://superuser.com/q/1629051,43429,-1692405100000.0
2609,1629034,1629034,Are SSD speeds reported in MB/s or MiB/s?,https://superuser.com/q/1629034,43430,-10236718000000.0
2610,1629048,1629048,How to automate setting Task Manager from its default simple view to More Details view?,https://superuser.com/a/1629048,43431,-10236718000000.0
2611,1626018,1626018,Nmap shows 0 hosts up after any discovery scan?,https://superuser.com/q/1626018,43803,401414160000.0
2612,1629046,1629046,Huge unjustified memory usage,https://superuser.com/q/1629046,43432,798434850000.0
2613,1629043,1629043,Populate cell with value from 3 possible cells,https://superuser.com/a/1629043,43433,798434850000.0
2614,1629045,1629045,Populate cell with value from 3 possible cells,https://superuser.com/a/1629045,43434,632189750000.0
2615,1629044,1629044,Win10 input language selection,https://superuser.com/q/1629044,43435,632189750000.0
2616,1629042,1629042,network configuration on debian 10.8,https://superuser.com/q/1629042,43804,534701930000.0
2617,1628987,1628987,Why can&#39;t I send some crash reports to Microsoft?,https://superuser.com/q/1628987,43436,-102550860000000.0
2618,1628990,1628990,Why can&#39;t I send some crash reports to Microsoft?,https://superuser.com/a/1628990,43437,-102550860000000.0
2619,1629041,1629041,if my pc have multiple ip how can i use 2 different ip for 2 windows of program?,https://superuser.com/a/1629041,43438,-20180190000000.0
2620,1629036,1629036,if my pc have multiple ip how can i use 2 different ip for 2 windows of program?,https://superuser.com/q/1629036,43439,-20180190000000.0
2621,1629016,1629016,"Operation Not Permitted on /usr/local/, Homebrew cannot be installed",https://superuser.com/q/1629016,43440,339726930000.0
2622,1629039,1629039,"Operation Not Permitted on /usr/local/, Homebrew cannot be installed",https://superuser.com/a/1629039,43441,339726930000.0
2623,1629038,1629038,Some of the words are crossed-out in Adobe Acrobat Reader Pro if using an Accesibility setting that replaces Documents colors,https://superuser.com/q/1629038,43442,-878055100000.0
2624,1628927,1628927,How to search inside installed add-ons in Firefox,https://superuser.com/q/1628927,43443,-878055100000.0
2625,1629014,1629014,&quot;find&quot; using LFTP tries to access arguments,https://superuser.com/q/1629014,43444,-9384489000000.0
2626,1629029,1629029,&quot;find&quot; using LFTP tries to access arguments,https://superuser.com/a/1629029,43445,-9384489000000.0
2627,1628998,1628998,Windows Emojis Picker does not appear,https://superuser.com/q/1628998,43446,1640037200000.0
2628,1629033,1629033,"First NTFS boot sector corrupt, filesystem is RAW, successful repair - repeats after every reboot",https://superuser.com/q/1629033,43447,1640037200000.0
2629,1629019,1629019,Can Firefox generate a different password for the same domain?,https://superuser.com/q/1629019,43448,1205195200000.0
2630,1629031,1629031,Can Firefox generate a different password for the same domain?,https://superuser.com/a/1629031,43449,1205195200000.0
2631,1629030,1629030,Changing the password used to protect an EFS encryption key,https://superuser.com/q/1629030,43450,-951608500000.0
2632,1629020,1629020,What&#39;s a quick way to check if a TLS handshake is possible with twitter.com?,https://superuser.com/q/1629020,43451,-951608500000.0
2633,1629003,1629003,Is there a shortcut to quickly copy a hyperlink link?,https://superuser.com/q/1629003,43452,-688661200000.0
2634,1629028,1629028,Is there a shortcut to quickly copy a hyperlink link?,https://superuser.com/a/1629028,43453,-688661200000.0
2635,1629027,1629027,How do I change the style of a class instead of its elements in javascript?,https://superuser.com/q/1629027,43454,1258279400000.0
2636,1629025,1629025,"WiFi extender, extending a cellular hotspot",https://superuser.com/a/1629025,43455,1258279400000.0
2637,1629021,1629021,Testing PSU 24 pin voltages,https://superuser.com/q/1629021,43456,-2268652000000.0
2638,1629024,1629024,What produces less eye strain? TN or IPS?,https://superuser.com/q/1629024,43457,-2268652000000.0
2639,1628301,1628301,The screen freezes while moving files/apps across screens with remote session?,https://superuser.com/q/1628301,43805,534701930000.0
2640,1629023,1629023,The screen freezes while moving files/apps across screens with remote session?,https://superuser.com/a/1629023,43458,791411800000.0
2641,1629022,1629022,How does Discord know what I&#39;m listening to on Spotify?,https://superuser.com/a/1629022,43459,791411800000.0
2642,1629007,1629007,How does Discord know what I&#39;m listening to on Spotify?,https://superuser.com/q/1629007,43460,-12554052000000.0
2643,1629018,1629018,How do i disable firewall using a txt. document,https://superuser.com/q/1629018,43461,-12554052000000.0
2644,1625495,1625495,"I want to delete Chrome history from Mac, older than a certain date...how to do it?",https://superuser.com/q/1625495,43806,209194880000.0
2645,1629015,1629015,"I want to delete Chrome history from Mac, older than a certain date...how to do it?",https://superuser.com/a/1629015,43462,-3461160000000.0
2646,1629011,1629011,Installing Flutter causes interference with my headphones until reboot,https://superuser.com/q/1629011,43463,-3461160000000.0
2647,1625982,1625982,I have downloaded large gzipped xml files from Pubchem but my computer says they are corrupted,https://superuser.com/q/1625982,43807,209194880000.0
2648,1629010,1629010,I have downloaded large gzipped xml files from Pubchem but my computer says they are corrupted,https://superuser.com/a/1629010,43464,114255135000.0
2649,1629009,1629009,"When doing history search, the time of the results is gone",https://superuser.com/a/1629009,43465,114255135000.0
2650,1626281,1626281,"When doing history search, the time of the results is gone",https://superuser.com/q/1626281,43808,8246422000.0
2651,1626983,1626983,"In MacOS Chrome, if &quot;Browser&quot; process (according to Chrome Task Manager) is using 90% CPU, what URL or extension is the culprit?",https://superuser.com/q/1626983,43809,8246422000.0
2652,1628979,1628979,Regex: Select everything (the whole line) to the dot but not more dots,https://superuser.com/q/1628979,43467,1422699100000.0
2653,1629006,1629006,Regex: Select everything (the whole line) to the dot but not more dots,https://superuser.com/a/1629006,43466,1422699100000.0
2654,1629004,1629004,Cisco C927 with Virgin Media connection,https://superuser.com/q/1629004,43468,1002782700000.0
2655,1629002,1629002,Flatten directory structure,https://superuser.com/a/1629002,43469,1002782700000.0
2656,1629001,1629001,Error printing from Chrome: &quot;The selected printer is not available or not installed correctly. Check your printer or try selecting another printer.&quot;,https://superuser.com/a/1629001,43470,-24233968000.0
2657,1628767,1628767,Error printing from Chrome: &quot;The selected printer is not available or not installed correctly. Check your printer or try selecting another printer.&quot;,https://superuser.com/q/1628767,43471,-24233968000.0
2658,1629000,1629000,How can I see all pictures pasted on a Teams&#39; chat (not uploaded as attachment) in a gallery view as in Slack?,https://superuser.com/q/1629000,43472,13932979000000.0
2659,1628999,1628999,Using Alfa AWUS036NH on a Raspberry pi 4 running kali linux,https://superuser.com/q/1628999,42811,97961310000.0
2660,1628838,1628838,How can you speed play mp4 files in chrome?,https://superuser.com/q/1628838,43473,13932979000000.0
2661,1628997,1628997,How can you speed play mp4 files in chrome?,https://superuser.com/a/1628997,43474,732227040000.0
2662,1628994,1628994,How do I convert this into a pie chart in Excel?,https://superuser.com/a/1628994,43475,732227040000.0
2663,1628919,1628919,How do I convert this into a pie chart in Excel?,https://superuser.com/q/1628919,43476,-499962940000.0
2664,1628996,1628996,Clear cache of Microsoft Teams / Login with a different domain,https://superuser.com/a/1628996,43477,-499962940000.0
2665,1628121,1628121,How to install vcruntime140.dll without admin rights?,https://superuser.com/a/1628121,43810,297198450000.0
2666,1628991,1628991,Realtek front panel audio detection not working?,https://superuser.com/a/1628991,43478,-9488818000000.0
2667,1628989,1628989,Is the &quot;SNMP Service&quot; unavailable in Windows 10?,https://superuser.com/a/1628989,43479,-9488818000000.0
2668,1628988,1628988,Mikrotik router permissions settings,https://superuser.com/a/1628988,43480,1596950700000.0
2669,1628975,1628975,Mikrotik router permissions settings,https://superuser.com/q/1628975,43481,1596950700000.0
2670,1628986,1628986,"Are there any tools or adapters to connect to a usb port, to a laptop, to provide mouse and keyboard input over wifi, over internet?",https://superuser.com/q/1628986,43482,-5862477000000.0
2671,1628985,1628985,Cable TV audio dial tone insertions,https://superuser.com/q/1628985,43483,-5862477000000.0
2672,1628984,1628984,Vim cannot detect openssh installation on windows 10,https://superuser.com/q/1628984,43484,289772500000.0
2673,1628843,1628843,I need windows 10 1909 ISO file becasue MS only offers 20H2,https://superuser.com/q/1628843,43485,289772500000.0
2674,1628846,1628846,I need windows 10 1909 ISO file becasue MS only offers 20H2,https://superuser.com/a/1628846,43486,-3045216200000.0
2675,1628983,1628983,Problems after installing bootcamp drivers,https://superuser.com/a/1628983,43487,-3045216200000.0
2676,1628977,1628977,Utility to measure width/size of location on screen?,https://superuser.com/a/1628977,43488,-83038235000000.0
2677,1628982,1628982,Not able to boot in fedora after dual booting with Windows 10?,https://superuser.com/q/1628982,43489,-83038235000000.0
2678,1628980,1628980,what is the default queue length of ESXi Storage Stack?,https://superuser.com/q/1628980,43490,-3257138400000.0
2679,1628784,1628784,Powershell script to list scheduled tasks on remote systems,https://superuser.com/a/1628784,43491,-3257138400000.0
2680,1628967,1628967,Where is the read/unread field in Outlook 2010 custom search?,https://superuser.com/a/1628967,43492,7118082000.0
2681,1628976,1628976,My Available RAM Memory Is Lower Than Usual,https://superuser.com/a/1628976,43493,7118082000.0
2682,1628957,1628957,My Available RAM Memory Is Lower Than Usual,https://superuser.com/q/1628957,43494,213804840000.0
2683,1628939,1628939,How to Partition a Single HDD With Hardware RAID 0,https://superuser.com/q/1628939,43495,213804840000.0
2684,1628974,1628974,Windows 10 replacing Grub for fedora?,https://superuser.com/q/1628974,43496,-881015600000.0
2685,1628868,1628868,Sound not working in dell inspiron 7000 in linux mint,https://superuser.com/q/1628868,43497,-881015600000.0
2686,1627701,1627701,Retreive lost emails on Incredimail app with Flash player in 2021,https://superuser.com/q/1627701,43811,297198450000.0
2687,1628895,1628895,nc Won&#39;t Listen on a Port on CentOs6,https://superuser.com/q/1628895,43498,-71414990000000.0
2688,1628970,1628970,nc Won&#39;t Listen on a Port on CentOs6,https://superuser.com/a/1628970,43499,-71414990000000.0
2689,1628969,1628969,Ubuntu 20.04 WSL2 not detecting ext4,https://superuser.com/q/1628969,43500,5952213400000.0
2690,1628947,1628947,Cmd crashes with exit code 1 after uninstalling anaconda,https://superuser.com/q/1628947,43501,5952213400000.0
2691,1628949,1628949,Cmd crashes with exit code 1 after uninstalling anaconda,https://superuser.com/a/1628949,43502,-5718120000000.0
2692,1628966,1628966,Making Ubuntu Server 20.04 smaller or using other distribution,https://superuser.com/a/1628966,43503,-5718120000000.0
2693,1628951,1628951,Making Ubuntu Server 20.04 smaller or using other distribution,https://superuser.com/q/1628951,43504,396965500000.0
2694,1627320,1627320,windows 10 constantly at ~50% cpu with no apparant cause,https://superuser.com/q/1627320,43812,-4112827300000.0
2695,1628964,1628964,Ffmpeg downloading slow?,https://superuser.com/q/1628964,43505,396965500000.0
2696,1628963,1628963,The remote TeamViewer is running an old version which is out of date,https://superuser.com/a/1628963,43506,-2140985900000.0
2697,1628962,1628962,Proxy in Virtual Machine,https://superuser.com/q/1628962,43507,-2140985900000.0
2698,1628959,1628959,How to create a catch-all address for additional domains with AWS Route53 and Google G Suite Basic,https://superuser.com/q/1628959,43813,-4112827300000.0
2699,1628940,1628940,Android Phone crashes when viewing settings,https://superuser.com/q/1628940,43508,81052050000000.0
2700,1628768,1628768,Installing Linux ubuntu on Hp omen 15,https://superuser.com/q/1628768,43509,81052050000000.0
2701,1628894,1628894,How to turn on keyboard backlit using the touchpad?,https://superuser.com/q/1628894,43510,11581236000000.0
2702,1628643,1628643,Remove all things GOOGLE from my Linux Ubuntu PC,https://superuser.com/q/1628643,43511,11581236000000.0
